33.684531 33.684531 33.684531 336.845312 336.845312 336.845312
0.000000 39.664442 39.664442 0.000000 396.644417 396.644417
-33.684531 33.684531 33.684531 -336.845312 336.845312 336.845312
39.664442 -0.000000 39.664442 396.644417 0.000000 396.644417
0.000000 -0.000000 46.938867 0.000000 -0.000000 469.388673
-39.664442 0.000000 39.664442 -396.644417 -0.000000 396.644417
33.684531 -33.684531 33.684531 336.845312 -336.845312 336.845312
0.000000 -39.664442 39.664442 0.000000 -396.644417 396.644417
-33.684531 -33.684531 33.684531 -336.845312 -336.845312 336.845312
39.664442 39.664442 0.000000 396.644417 396.644417 0.000000
0.000000 46.938867 0.000000 0.000000 469.388673 -0.000000
-39.664442 39.664442 0.000000 -396.644417 396.644417 0.000000
46.938867 -0.000000 -0.000000 469.388673 0.000000 -0.000000
0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000
-46.938867 0.000000 0.000000 -469.388673 0.000000 0.000000
39.664442 -39.664442 -0.000000 396.644417 -396.644417 -0.000000
0.000000 -46.938867 -0.000000 0.000000 -469.388673 0.000000
-39.664442 -39.664442 0.000000 -396.644417 -396.644417 -0.000000
33.684531 33.684531 -33.684531 336.845312 336.845312 -336.845312
0.000000 39.664442 -39.664442 0.000000 396.644417 -396.644417
-33.684531 33.684531 -33.684531 -336.845312 336.845312 -336.845312
39.664442 -0.000000 -39.664442 396.644417 0.000000 -396.644417
0.000000 -0.000000 -46.938867 0.000000 -0.000000 -469.388673
-39.664442 0.000000 -39.664442 -396.644417 0.000000 -396.644417
33.684531 -33.684531 -33.684531 336.845312 -336.845312 -336.845312
0.000000 -39.664442 -39.664442 0.000000 -396.644417 -396.644417
-33.684531 -33.684531 -33.684531 -336.845312 -336.845312 -336.845312
