46.738918 46.738918 46.738918 467.389184 467.389184 467.389184
56.682359 56.682359 13.550389 566.823595 566.823595 135.503894
56.682359 56.682359 -13.550389 566.823595 566.823595 -135.503894
46.738918 46.738918 -46.738918 467.389184 467.389184 -467.389184
56.682359 13.550389 56.682359 566.823595 135.503894 566.823595
69.225553 16.534965 16.534965 692.255535 165.349649 165.349649
69.225553 16.534965 -16.534965 692.255535 165.349649 -165.349649
56.682359 13.550389 -56.682359 566.823595 135.503894 -566.823595
56.682359 -13.550389 56.682359 566.823595 -135.503894 566.823595
69.225553 -16.534965 16.534965 692.255535 -165.349649 165.349649
69.225553 -16.534965 -16.534965 692.255535 -165.349649 -165.349649
56.682359 -13.550389 -56.682359 566.823595 -135.503894 -566.823595
46.738918 -46.738918 46.738918 467.389184 -467.389184 467.389184
56.682359 -56.682359 13.550389 566.823595 -566.823595 135.503894
56.682359 -56.682359 -13.550389 566.823595 -566.823595 -135.503894
46.738918 -46.738918 -46.738918 467.389184 -467.389184 -467.389184
13.550389 56.682359 56.682359 135.503894 566.823595 566.823595
16.534965 69.225553 16.534965 165.349649 692.255535 165.349649
16.534965 69.225553 -16.534965 165.349649 692.255535 -165.349649
13.550389 56.682359 -56.682359 135.503894 566.823595 -566.823595
16.534965 16.534965 69.225553 165.349649 165.349649 692.255535
20.310583 20.310583 20.310583 203.105832 203.105832 203.105832
20.310583 20.310583 -20.310583 203.105832 203.105832 -203.105832
16.534965 16.534965 -69.225553 165.349649 165.349649 -692.255535
16.534965 -16.534965 69.225553 165.349649 -165.349649 692.255535
20.310583 -20.310583 20.310583 203.105832 -203.105832 203.105832
20.310583 -20.310583 -20.310583 203.105832 -203.105832 -203.105832
16.534965 -16.534965 -69.225553 165.349649 -165.349649 -692.255535
13.550389 -56.682359 56.682359 135.503894 -566.823595 566.823595
16.534965 -69.225553 16.534965 165.349649 -692.255535 165.349649
16.534965 -69.225553 -16.534965 165.349649 -692.255535 -165.349649
13.550389 -56.682359 -56.682359 135.503894 -566.823595 -566.823595
-13.550389 56.682359 56.682359 -135.503894 566.823595 566.823595
-16.534965 69.225553 16.534965 -165.349649 692.255535 165.349649
-16.534965 69.225553 -16.534965 -165.349649 692.255535 -165.349649
-13.550389 56.682359 -56.682359 -135.503894 566.823595 -566.823595
-16.534965 16.534965 69.225553 -165.349649 165.349649 692.255535
-20.310583 20.310583 20.310583 -203.105832 203.105832 203.105832
-20.310583 20.310583 -20.310583 -203.105832 203.105832 -203.105832
-16.534965 16.534965 -69.225553 -165.349649 165.349649 -692.255535
-16.534965 -16.534965 69.225553 -165.349649 -165.349649 692.255535
-20.310583 -20.310583 20.310583 -203.105832 -203.105832 203.105832
-20.310583 -20.310583 -20.310583 -203.105832 -203.105832 -203.105832
-16.534965 -16.534965 -69.225553 -165.349649 -165.349649 -692.255535
-13.550389 -56.682359 56.682359 -135.503894 -566.823595 566.823595
-16.534965 -69.225553 16.534965 -165.349649 -692.255535 165.349649
-16.534965 -69.225553 -16.534965 -165.349649 -692.255535 -165.349649
-13.550389 -56.682359 -56.682359 -135.503894 -566.823595 -566.823595
-46.738918 46.738918 46.738918 -467.389184 467.389184 467.389184
-56.682359 56.682359 13.550389 -566.823595 566.823595 135.503894
-56.682359 56.682359 -13.550389 -566.823595 566.823595 -135.503894
-46.738918 46.738918 -46.738918 -467.389184 467.389184 -467.389184
-56.682359 13.550389 56.682359 -566.823595 135.503894 566.823595
-69.225553 16.534965 16.534965 -692.255535 165.349649 165.349649
-69.225553 16.534965 -16.534965 -692.255535 165.349649 -165.349649
-56.682359 13.550389 -56.682359 -566.823595 135.503894 -566.823595
-56.682359 -13.550389 56.682359 -566.823595 -135.503894 566.823595
-69.225553 -16.534965 16.534965 -692.255535 -165.349649 165.349649
-69.225553 -16.534965 -16.534965 -692.255535 -165.349649 -165.349649
-56.682359 -13.550389 -56.682359 -566.823595 -135.503894 -566.823595
-46.738918 -46.738918 46.738918 -467.389184 -467.389184 467.389184
-56.682359 -56.682359 13.550389 -566.823595 -566.823595 135.503894
-56.682359 -56.682359 -13.550389 -566.823595 -566.823595 -135.503894
-46.738918 -46.738918 -46.738918 -467.389184 -467.389184 -467.389184
